"sigma"	"eps [%]"
508.015505573248	0.0676628819875776
508.720123407643	0.0698287701863354
509.225477707006	0.0721136811594203
509.285628980892	0.074543105590062
509.082583598726	0.0771269979296066
507.971138535032	0.0798877267080745
505.324880573248	0.082856066252588
499.57287022293	0.0860733416149068
488.232802547771	0.0896296894409938
468.508757961783	0.0937187246376812
434.78935111465	0.0986254409937888
369.315505573248	0.104893722567288
