"napatie"	"deformacia"
184.58566	0.000927061000000002
187.32441	0.000935405499999999
189.99715	0.000958770499999998
192.66989	0.000965493999999998
194.1548	0.000970501
196.89355	0.000993865999999999
198.87336	0.000998872499999997
200.95215	0.001015562
202.503	0.001025623
203.75691	0.00103063
207.38662	0.001057333
209.59743	0.001060671
211.51123	0.0010807455
212.99614	0.0010857525
215.00892	0.0011041105
216.55977	0.0011107865
218.37459	0.001122469
221.31137	0.001139206
223.48914	0.001157564
225.76596	0.0011725845
228.20777	0.001195997
231.54047	0.0012093485
232.86032	0.001224369
233.32232	0.0012343825
234.3782	0.001244444
237.41396	0.001267809
239.59173	0.001289505
241.0436	0.001306242
242.72647	0.001326269
243.81539	0.0013446275
246.38915	0.001369709
248.402	0.0014047565
250.38181	0.001436514
252.09765	0.0014816225
254.11043	0.0015300695
254.67141	0.001576847
254.63844	0.0016135635
255.0674	0.001628584
255.92532	0.001625246
257.9381	0.001645321
259.98392	0.001667017
262.02974	0.0016954365
263.51465	0.0017388285
264.73552	0.001829046
265.36244	0.001976055
265.7914	0.0022433225
265.42845	0.0026057665
264.50452	0.0029365005
264.14157	0.0037132205
265.42845	0.004834026
266.71533	0.00601
269.94905	0.00714916500000003
275.36061	0.00792755500000002
278.56129	0.00855559500000002
281.20106	0.00904168500000003
283.77482	0.00949935499999997
286.11758	0.00994534000000002
288.3944	0.010347935
290.57224	0.010740465
292.51901	0.01111459
294.39991	0.011472075
296.7097	0.01184959
298.72248	0.012238785
300.0424	0.012604565
302.22017	0.012965385
303.80406	0.01331615
305.55287	0.013670295
307.10372	0.014021055
308.78659	0.01435513
310.83241	0.01470923
312.44927	0.01507172
314.06613	0.015434165
315.61698	0.01578831
317.03588	0.01614575
318.42174	0.01647648
319.8076	0.0168189
321.29251	0.01713628
322.67837	0.01746034
324.06423	0.017792745
325.61508	0.01812348
327.26498	0.018482585
328.28789	0.018818325
329.90475	0.019167465
331.02664	0.01951322
332.54452	0.01986398
333.69938	0.02021646
334.75533	0.02054548
336.14119	0.0208662
337.23011	0.02120027
338.58293	0.021515985
339.73786	0.02186174
341.32168	0.022220895
342.37763	0.022571655
343.63154	0.022935815
344.95139	0.023288245
346.30428	0.02366409
347.36016	0.02403154
348.44908	0.0243957
349.34004	0.02474646
350.52794	0.02509722
351.94677	0.0254497
353.06866	0.025838895
353.92658	0.02620134
354.65255	0.02653541
356.23637	0.026912925
357.22631	0.027288765
357.95228	0.027657935
359.04113	0.028020375
360.39402	0.02840957
361.28491	0.02881884
361.97791	0.02917461
362.93481	0.02954044
364.0567	0.029916235
364.84861	0.030293745
365.87152	0.03066625
366.82842	0.03106212
367.91741	0.031469675
368.61027	0.031877275
369.50123	0.03226647
370.35915	0.03266234
371.31605	0.033081575
372.07499	0.033474105
372.93291	0.03389172
373.69185	0.034299275
374.31877	0.034706875
375.14372	0.03509106
376.10062	0.03550863
376.49661	0.03591451
377.48648	0.036330455
377.88247	0.036727995
378.90538	0.037140605
379.49933	0.0375565
380.42326	0.03798413
381.1822	0.03843679
381.74318	0.03887276
382.40307	0.03931541
382.99702	0.03974466
383.42598	0.040173955
384.18492	0.040598245
384.7459	0.04101915
385.60375	0.04146013
386.03271	0.041891095
386.56072	0.04233541
387.15467	0.0427597
387.68261	0.04320235
388.00293	0.04365167
388.48474	0.04412269
388.87555	0.04458875
389.47937	0.04503307
389.89776	0.045492405
390.40806	0.04593839
390.81889	0.046412795
391.41774	0.04689049
392.19565	0.047353215
392.67746	0.047825905
393.21128	0.04832701
393.76113	0.04879975
394.31903	0.04928078
394.9099	0.04973845
395.70279	0.0502212
396.27861	0.05068055
397.58859	0.0515909
398.59848	0.0534584
399.72443	0.05489155
401.45938	0.05676235
402.0429	0.0585513
402.69628	0.0603119
403.5542	0.06205745
404.21416	0.0637545
404.84108	0.0652428
405.60002	0.0669566
406.45794	0.06815025
406.78792	0.0697087
407.34883	0.0718784999999997
407.81083	0.07458115
408.47079	0.0766307000000003
408.86671	0.0782876999999997
409.29567	0.0791680000000001
409.65862	0.0800683000000002
410.12062	0.0810538499999998
410.35162	0.0820610499999997
410.74754	0.0831317500000001
410.97854	0.0842124999999997
411.07752	0.0853416500000001
411.27548	0.0865359500000002
411.50648	0.0877386500000003
411.53952	0.08902985
411.47351	0.0903210499999997
411.27548	0.0916673499999999
410.87956	0.0930436999999997
410.51661	0.0945002499999999
410.15359	0.0959819
409.19669	0.0974601500000002
408.14081	0.0989367499999998
406.55692	0.0994328500000003
404.64312	0.0994328500000003
402.03632	0.0994328500000003
398.47262	0.0994328500000003
393.98506	0.0994328500000003
388.34257	0.0994328500000003
380.7202	0.0994328500000003
371.15106	0.0994328500000003
356.30238	0.0994328500000003
190.62407	0.0994328500000003
	0.0994328500000003
	0.0994328500000003
	0.0994328500000003
